name,voteCount,rating,address,cusine,cost,timing,lat,long
Onion Tree,Cuisines:,NEW,"Eco Urban Village, New Town, Kolkata","Fast Food, Beverages",₹400,"8am – 1pm, 5pm – 11pm (Mon-Sun)",22.618601,88.4798704
Nakshi Cloud Kitchen,Cuisines:,-,"1036, Bramhapur South, Near Balak Sangha, Rajpur, Garia, Kolkata","Fast Food, Beverages",₹200,8am – 11pm (Mon-Sun),22.4553845,88.3644855
Meat & Eat,Cuisines:,,"60 A, Mahisbathan, Sector 5, Salt Lake, Kolkata","North Indian, Chinese",₹300,,22.57729725,88.43855195
Bombay Spice,75 votes,3.5,"165, Basundhara Apartment, Indira Gandhi Road, Konnagar, Kolkata","North Indian, Chinese",₹800,11am – 10:30pm (Mon-Sun),22.7015864,88.3430547
The Sizzle,30 votes,3.4,"Stall 3, Eco Nest Park, Bangur, Kolkata",Street Food,₹300,5pm – 10pm (Mon-Sun),22.6011665,88.43398425
The Sekuwa Ghar,21 votes,3.7,"Downtown Mall, Uniworld City, New Town, Kolkata",Street Food,₹300,9am – 12midnight (Mon-Sun),22.5591214,88.49558955
Loaf Espresso,41 votes,3.7,"Premises 12, Jessore Road, Ward 24, Barasat Champadali More, District 24 North Parganas, Barasat, Kolkata","Chinese, Rolls, Seafood, Kebab, Biryani, Bengali",₹300,11am – 10pm (Mon-Sun),22.720295,88.488623
The Prapti Continental,6 votes,3.1,"Alliah University Road, Ecospace New Town, Kolkata","Chinese, Rolls, Seafood, Kebab, Biryani, Bengali",₹300,11am – 11pm (Mon-Sun),22.56182445,88.4338992
Bakeaholic,Cuisines:,NEW,"212, BT Road, Near Ananya Bus Stop, Baranagar, Kolkata",Mishti,₹250,9:30am – 10:30pm (Mon-Sun),22.6398203,88.37795185
Surya Kumar Modak,21 votes,3.8,"247, GT Road East, Jyoti Cinema More, Mankundu, Near Chandannagar, Kolkata",Mishti,₹200,7am – 11pm (Mon-Sun),22.8435209,88.3614629
Home Made Like Mom Made,13 votes,2.9,"Dakshin Kumrakhali Purbapara, Rajpur Sonarpur, Narendrapur, South Twenty Four Parganas, Garia, Kolkata",Mishti,₹250,10:30am – 12midnight (Mon-Sun),22.45645315,88.38761445
Rice Box,Cuisines:,3.2,"Shop 15, Mahisbathan, Taltala, Krishnapur, Bidhannagar, North Twenty Four Pargana, Sector 5, Salt Lake, Kolkata","Ice Cream, Desserts, Beverages",₹600,12noon – 12midnight (Mon-Sun),22.576488,88.4457428
Tik Tok Snacks,Cuisines:,NEW,"P-232 A, Nayapatti Main Road, Sector 5, Salt Lake, Kolkata","Ice Cream, Desserts, Beverages",₹300,7am – 4am (Mon-Sun),22.5837396,88.4367271
Delo Momo Cafe,12 votes,3.3,"AA 121, Prafulla Kanan, Kestopur, Kolkata",Desserts,₹400,11am – 12midnight (Mon-Sun),22.6071515,88.42180905
Atithi Appayan,10 votes,3,"Purbanchal, Block D, Ghola Bazar, Sodepur, Kolkata",Desserts,₹200,8am – 12midnight (Mon-Sun),22.694341,88.4051226
Lalla Biryani Corner,11 votes,3.1,"B/21A/H/73/1, Raja Manindra Road, Ward 3, Paikpara, Kolkata","Bengali, Chinese",₹300,5pm – 12midnight (Mon-Sun),22.40283305,87.3079386
Rahi's Kitchen,12 votes,3.2,"259, Prafullanagar, Kamarhati, Belghoria, Kolkata","Bengali, Chinese",₹250,7am – 11pm (Mon-Sun),22.67265075,88.37377985
Chinese Zone,21 votes,3.3,"Mahisgote Dhalipara, Krishanapur, New Town, Kolkata",Chinese,₹400,8am – 3am (Mon-Sun),22.58615595,88.4906618
Sampann Aahar,4 votes,3.1,"9/6A, Kalinath Ghosal Road, Near Sunday Club, Ariadaha, Belghoria, Kolkata",Chinese,₹150,7am – 10pm (Mon-Sun),22.3702342,87.3059648
Purbasha Hotel Cum Restaurant,7 votes,3.2,"1 Kodaliya Gram Panchayat Chisurah Station Road, Chinsura, Kolkata",North Indian,₹200,11am – 11pm (Mon-Sun),22.89477165,88.38113465
Honey's Kitchen,6 votes,3.1,"Swamibag Road, Ramchandrapur Panihati, Sodepur, Kolkata",North Indian,₹200,"8am – 1pm, 5pm – 11pm (Mon-Sun)",22.6920084,88.3842038
Yum Loaf,11 votes,3.3,"A64, Anamika Apartment, Amarabati, Near Kachkol, Sodepur, Kolkata","Bakery, Desserts",₹300,11am – 11pm (Mon-Sun),22.7026637,88.3882824
Chef Moonu's Kitchen,21 votes,3.3,"AF 279, Annapurna Villa, 16 Feet Road, Krishnapur, Talbagan, Kestopur, Kolkata","Bakery, Desserts",₹400,11am – 10pm (Mon-Sun),22.5965763,88.4310252
Janata Hindu Hotel,5 votes,3,"Towngaurd Road, Hooghly, Chinsura, Kolkata","Fast Food, Chinese",₹100,11am – 11pm (Mon-Sun),22.8887648,88.3993983
Royal Biryani,35 votes,3.4,"552, Chandannagar Station Road, Kalibari, Bagbazar, Chandannagar, Kolkata","Fast Food, Chinese",₹250,11am – 11pm (Mon-Sun),22.85349695,88.3626149
Dhruba Fast Food Centre,9 votes,3.1,"Tarulia Patrapara Fast Lane, Near Tarulia Football Ground, Kestopur, Kolkata",Fast Food,₹150,8am – 12midnight (Mon-Sun),22.5886515,88.4384662
Khao Kochori,6 votes,3,"1/6, Rafi Ahmed Kidwai Road, Nagerbazar, Kolkata","North Indian, Rajasthani",₹200,11am – 11pm (Mon-Sun),22.3909989,87.32251695
Combo House,6 votes,3.1,"1/6, Rafi Ahmed Kidwai Road, Nagerbazar, Kolkata","Chinese, Seafood, North Indian, Mughlai",₹400,12noon – 11:30pm (Mon-Sun),22.3909989,87.32251695
Lb Foods & Company,5 votes,3.1,"1/6, Rafi Ahmed Kidwai Road, Nagerbazar, Kolkata",Fast Food,₹400,11am – 11pm (Mon-Sun),22.3909989,87.32251695
Handmade,6 votes,3,"Italgacha, Manasbhumi Road, Dum Dum, Kolkata","North Indian, Rajasthani",₹300,"9am – 12midnight (Mon-Tue),7am – 12midnight...",22.64769975,88.42633135
Manasha Kitchen,13 votes,2.9,"B1 - 198, Majherpara Road, Kestopur, Kolkata",Bakery,₹300,11am – 11pm (Mon-Sun),22.52911115,88.40989745
Annapurna Hotel,7 votes,2.7,"A-12, Unitech Gate 1, New Town, Kolkata",Bakery,₹300,10am – 3am (Mon-Sun),22.561913,88.4928041
Saha Food Corner,27 votes,3.3,"145/1, Ashok garh, Dunlop, Near Fire Station, Baranagar, Kolkata","Mughlai, North Indian",₹200,"10:30am – 12midnight (Mon-Sat),Closed (Sun)",22.4789176,88.0441775
All In One,10 votes,3.2,"Rajbongshi Para, Tarulia 1st Lane, Near D Marn Villa, Krishnapur, Kestopur, Kolkata",Mishti,₹300,8am – 12midnight (Mon-Sun),22.4709769,88.1091788
Cuisine On Wheels,5 votes,3.2,"Mb-639, Mohisbathan Dakshin Para, Sector 5, Salt Lake, Kolkata",Mishti,₹350,24 Hours (Mon-Sun),22.521096,88.39648915
Yummy Fast Food Centre,6 votes,3.5,"88, Viveknagar Subham Plaza, Near Sitala Mandir, Khardah, Kolkata",Mishti,₹200,11am – 11pm (Mon-Sun),22.72001995,88.37956325
Ahare Ahlade,4 votes,3,"6/1B, D Gupta Lane, Near Albert Devid Medicine Factory, Sinthi, Kolkata",Mishti,₹300,"9am – 12noon, 4pm – 9pm (Mon-Sun)",22.387312,87.3145079
Mahamaya Alishan Biryani,12 votes,3.1,"311, G.T. Road, Belurmath, Belur, Howrah","American, Burger, Wraps",₹250,11am – 11pm (Mon-Sun),22.6312214,88.3521506
Grand Kitchen Express,50 votes,4.1,"102 Jubilee Park, Brahmapur, Sheikhpara, Bansdroni, Tollygunge Kolkata, Naktala, Kolkata","American, Burger, Wraps",₹300,11am – 11pm (Mon-Sun),22.47374875,88.3611869
XXX Biryani Rolls And Kebab,8 votes,2.9,"Akhan Bazar, Beside Indian Overseas Bank, Chinsura, Kolkata",Chinese,₹250,1pm – 11pm (Mon-Sun),22.8898232,88.4002823
Big Bite,7 votes,3,"Keota Tyre Bagan, Gam Kaal Bus Stoppage, Opposite Mother Dairy Booth, Sahaganj, Chinsurah, Kolkata",Desserts,₹350,12noon – 10:30pm (Mon-Sun),22.9234197,88.3956689
Hongry,9 votes,3.2,"Room 5, Krishnapur Siddharthnagar, Millanbazar, Baguihati, Kolkata",Desserts,₹200,11am – 11pm (Mon-Sun),24.94694005,85.76141005
I`m MOMO,57 votes,4,"Kalyani, Nadia, Kolkata","Desserts, Ice Cream",₹250,12noon – 9:30pm (Mon-Sun),22.97492135,88.4436955
Desi Rasoi,12 votes,3.5,"C 1, Opposite Unitech Gate 1, NKDA Market, New Town, Kolkata","Beverages, Desserts",₹200,"12noon – 11pm (Mon-Fri),Closed (Sat-Sun)",22.58615595,88.49280095
Kishan Cafe,7 votes,3.1,"P-55, Bangur Avenue, Block D, Bangur, Kolkata","Beverages, Desserts",₹300,11am – 9pm (Mon-Sun),22.6064776,88.41216655
The Redwood Iceland,14 votes,3.2,"B1/60, Kalyani, Kolkata",Desserts,₹250,10am – 10pm (Mon-Sun),22.4998095,87.3241914
Arya Kitchen,23 votes,3.2,"47/1, A.C. Sarkar Road, Belghoria, Kolkata","Ice Cream, Beverages",₹250,11:30am – 11:30pm (Mon-Sun),22.31612635,87.84598205
Bapu Bhojnalay,7 votes,3.1,"213, Bandhab Nagar Colony, Flat 4A, Ganapati Apartment, Dum Dum, Kolkata","Ice Cream, Beverages",₹150,11am – 10pm (Mon-Sun),22.62525105,88.41205635
Hungry Hub,14 votes,3.3,"246, BBD Road, Hindmotor, Hooghly, Uttarpara, Kolkata","Continental, Chinese, Beverages",₹400,12noon – 11pm (Mon-Sun),22.6841067,88.3474214
Jiya s Fast Food and Catering,5 votes,2.9,"255/7/1, NSC Bose Road, Naktala, Kolkata","Continental, Chinese, Beverages",₹350,11am – 11pm (Mon-Sun),22.5359558,87.86227445
Baishakhi Rolls And Kebab,7 votes,3.5,"16, Jessore Road (South), Barasat, Kolkata","Bakery, Desserts",₹500,12noon – 12midnight (Mon-Sun),22.7194983,88.4873142
Café Adda,15 votes,3,"N S Road, Ward 17, Uttarpara, Kolkata","Bakery, Desserts",₹300,2pm – 10pm (Mon-Sun),22.5769992,88.3488681
To Yumme,8 votes,3.1,"Jyoti Nagar, Gouranga Nagar, New Town, Kolkata",North Indian,₹300,9am – 11pm (Mon-Sun),22.58994745,88.4563502
Grand Kitchen,37 votes,3.5,"195/2, Mahatma Gandhi Road, Kalitala, Opposite Balaka Bus Stop, Tollygunge, Kolkata",North Indian,₹500,12noon – 10:30pm (Mon-Sun),22.87939205,88.17167275
Rataner Khabar,8 votes,3.1,"Sodepur Road, Madhyamgram, Barasat, Kolkata",Chinese,₹100,7am – 12midnight (Mon-Sun),22.6954658,88.4541352
Urban Platter,6 votes,3.1,"BC-393, Samarpally, Kestopur, Kolkata",Chinese,₹450,"1pm – 4pm, 6pm – 1am (Mon-Sun)",22.5933776,88.4312296
EGG Cellent,5 votes,3,"12/18, Lokenath Park, Near Thomas Cook, North 24, Pargana, Aathghara, Chinar Park, Kolkata","Chinese, Seafood, North Indian, Mughlai",₹350,"7:30am – 1:30pm, 4:30pm – 9:30pm (Mon-Sun)",22.5183089,87.3626901
Binni's Kitchen,13 votes,3.1,"Shree Balaji Appartment, Tarulia 3rd Lane, Mohisgot, Baguihati, Kolkata","Bengali, Chinese",₹300,11am – 12midnight (Mon-Sun),22.5860185,88.4433117
Masala Bay Cafe,11 votes,3.2,"48/15/1/1, Kalyan Nagar Road, Rahara, Khardah, Kolkata","Bengali, Chinese",₹200,1:30pm – 10:30pm (Mon-Sun),22.5946232,87.89218625
Royal Biryani Center,6 votes,2.9,"1, M.B. Road, Belghoria, Kolkata","Pizza, Fast Food, Beverages",₹200,11:30am – 11:30pm (Mon-Sun),22.661991,88.393101
Arabind's Kitchen,4 votes,2.9,"Mohisgote, Dhalipera, New Town, Kolkata","Bakery, Desserts",₹300,11am – 11pm (Mon-Sun),22.58974825,88.4763464
Bahhubelly,17 votes,3.4,"30, Italgacha Road, Dum Dum, Kolkata","Bakery, Desserts",₹250,5pm – 11pm (Mon-Sun),22.6433616,88.4250492
El Pizzeria Italiano,20 votes,2.9,"9, Kunja Basu Road, Circus Madan, Kanchrapara, Kalyani, Kolkata","Mishti, Desserts",₹150,11am – 10pm (Mon-Sun),22.943004,88.4451539
Game Of Spices,9 votes,3,"68/7, Manik Bandopadhyay Sarani, Ranikuthi, Tollygunge, Kolkata","Mishti, Desserts",₹150,1pm – 11:30pm (Mon-Sun),22.46314405,87.8697867
Just Eat,10 votes,3.2,"105/A/2, H C Banerjee Lane, Hooghly, Konnagar, Kolkata","Bakery, Desserts",₹300,11am – 11pm (Mon-Sun),22.24491785,87.7741365
Rathod Kulfi,9 votes,3.2,"Block-B, Bangur Avennu, Lake Town, Kolkata","Bakery, Desserts",₹150,11am – 11pm (Mon-Sun),22.60687445,88.41287295
Smart Meal,8 votes,3,"3 Keota, Mirpur, GT Road, Hooghly, Serampore, Kolkata","Chinese, Seafood",₹150,11am – 11pm (Mon-Sun),28.04250025,81.04147915
Shawarma City Xpress,6 votes,2.7,"NP 232, Nayapatti Main Road, Sector 5, Salt Lake, Kolkata","Chinese, Seafood",₹200,8am – 4am (Mon-Sun),22.5837396,88.4367271
Puppu Biryani,8 votes,3,"Purva Sinthi, Dum Dum, Kolkata","Fast Food, Pizza",₹250,8am – 4am (Mon-Sun),22.62667305,88.39622065
Jamaie Babu,8 votes,3.4,"A 41, Nkda, New Town, Kolkata","Fast Food, Pizza",₹400,"11am – 1am (Mon-Sat),Closed (Sun)",22.59821375,88.45333185
Farhin Kitchens,40 votes,3.4,"B.T Road, Bhramastan Titagarh, Barrackpore, Kolkata","Juices, Fast Food",₹300,12noon – 12midnight (Mon-Sun),22.7425023,88.37235745
Bhojon Rashik,13 votes,3.3,"257/1, Mission Pally, Rajpur, Sonarpur, Kolkata",Ice Cream,₹500,12noon – 11pm (Mon-Sun),22.54012875,88.3561155
Bong Food,21 votes,3.4,"B.I.198, Krishnpur, Majherpara, Kestopur, Kolkata",Ice Cream,₹300,11am – 11pm (Mon-Sun),22.5987567,88.4333976
Khawaan,4 votes,3.1,"259, Briji Road, Garia, Kolkata","Chinese, North Indian",₹200,11am – 11pm (Mon-Sun),22.4659638,88.3863265
Aiswaryas Kitchen,8 votes,3,"B 14/84, Kalyani, Kolkata","Chinese, North Indian",₹400,11am – 10pm (Mon-Sun),22.9644634,88.4288585
Food Desire Center,6 votes,3.1,"26/1, H Road Anandpuri, North Twenty Four Parganas, Near Platform 4, Barrackpore, Kolkata","Chinese, Bengali",₹300,1pm – 11pm (Mon-Sun),22.64799885,87.81317945
Handi Baba,19 votes,3.4,"Shop C-13, NKDA Market, Opposite Unitech Gate-1, Rajarhat, New Town, Kolkata",Mishti,₹400,12noon – 12midnight (Mon-Sun),22.5910403,88.48075305
Grills & Thrills,4 votes,3,"B-50, Ground Floor, Downtown Mall, Uniworld City, New Town, Kolkata",Mishti,₹200,4:30pm – 9pm (Mon-Sun),22.57024355,88.4847218
Ramu Kaka,4 votes,3,"17, Banku Bihari Ghosh Lane, Belur, Howrah",Fast Food,₹200,11am – 11pm (Mon-Sun),22.6360482,88.3447129
7 Sagarer Pare,13 votes,3.3,"BF 15, Street 170, Near HIDCO Bhawan, New Town, Kolkata","Biryani, North Indian",₹200,"8:30am – 11pm (Mon-Fri),8am – 11pm (Sat-Sun)",22.58016225,88.4717161
The Khansama,7 votes,3.3,"558, Sodepur Road, Ward 10, Barasat, Kolkata","Biryani, North Indian",₹500,12noon – 12midnight (Mon-Sun),22.6950616,88.3998199
The Taste,6 votes,3.2,"Sodepur School Road, Near Sodepur Station, Sodepur, Kolkata","North Indian, Chinese, Fast Food, Biryani, Beverages",₹500,12noon – 11pm (Mon-Sun),22.70136525,88.3876493
The Curry And Fry,8 votes,3.2,"RGM 9, Thakdari Road, Krishnapur, Kestopur, Kolkata","North Indian, Chinese, Fast Food, Biryani, Beverages",₹350,1pm – 11pm (Mon-Sun),22.5886509,88.43707045
Kolkata Chinese,28 votes,3.6,"A-32, NKDA Market, New Town, Kolkata","Chinese, Fast Food",₹450,11am – 11pm (Mon-Sun),22.5820763,88.4607566
Shuddh Satvik Kitchen,5 votes,3.1,"144, Green Park, Block-A, Near Agradoot Club, Lake Town, Kolkata","Chinese, Fast Food",₹200,11am – 11pm (Mon-Sun),22.60361855,88.4083421
RST- Real Spicy Taste,11 votes,3.5,"Shop 2, 1st Floor, Green Plaza, Greenfield City, Shibrampur Road, Jote Shibrampur, Behala, Kolkata",Fast Food,₹300,11am – 11pm (Mon-Sun),22.4941269,88.2746398
The Emperor,6 votes,3,"Birati 1, Majajati, Dum Dum, Kolkata",Fast Food,₹300,11am – 11pm (Mon-Sun),22.6608607,88.4379039
Momo Cafe,4 votes,3.1,"Near Vishal Megamart, Madhyamgram Sodpur Road, Madhyamgram, Barasat, Kolkata","Chinese, North Indian",₹200,4pm – 10:30pm (Mon-Sun),22.66689305,88.42962655
Prisha's Kitchen,13 votes,3.4,"41, North Basudebpur, Paschimpally, Sodepur, Kolkata","Chinese, North Indian",₹250,"12midnight – 2am, 8am – 12midnight (Mon-Sun)",22.6777071,88.3892235
Biryani Eats,37 votes,3.5,"Shop 2, Ground Floor, Mouza Athghara, R Gopalpur Bidhannagar, Rajarhat, Chinar Park, Kolkata",North Indian,₹600,11am – 11pm (Mon-Sun),22.6759958,88.32972875
Saheb Restaurant,6 votes,2.9,"Amrabati, Barasat Road, Sodepur, Kolkata",North Indian,₹400,9am – 12midnight (Mon-Sun),22.6976202,88.3888613
The Biryani Cafe,17 votes,3.5,"Malancho Abason,jheelbagan. Hatiyara Road,Helabattala, Baguihati, Kolkata","Street Food, Mishti",₹300,8:30am – 10:30pm (Mon-Sun),22.61217905,88.4391111
Hungry T-Rex,10 votes,3.3,"P28, Nabalia Para Road, James Long Sarani Bypass, Behala, Kolkata","Street Food, Mishti",₹500,2pm – 11pm (Mon-Sun),22.4863118,88.3152888
Bhook,23 votes,3.3,"Shapoorji Pallonji, Behind CLC Gate, Patharghata Rajarhat, New Town, Kolkata","South Indian, Chinese",₹250,12noon – 12midnight (Mon-Sun),22.5681903,88.5087126
Tuhina Kitchen,4 votes,3,"157, Badabazar, Opposite Kanailal School, Chandannagar, Kolkata","South Indian, Chinese",₹200,10am – 10pm (Mon-Sun),22.86163625,88.36842835
Food Point,4 votes,3,"419, Criper Road, Hooghly, Konnagar, Kolkata",Fast Food,₹250,2pm – 10:30pm (Mon-Sun),22.7011737,88.3555201
The Walls Flavor Master,37 votes,3.5,"1, Tilak Nagar, Tollygunge, Kolkata",Fast Food,₹600,11am – 11pm (Mon-Sun),22.4833833,88.3531085
Sarse Posta,5 votes,3.1,"Flat-C 2, 2nd Floor, Pouranik Apartment, P.C. Das Road, Natagarh, Panihati, Sodepur, Kolkata",Italian,₹300,11am – 11pm (Mon-Sun),22.6987612,88.3954948
Chilli Milli,5 votes,3.2,"Shop A48, Unitech Gate 1, Nkda Market, New Town, Kolkata",Italian,₹400,11am – 12:30am (Mon-Sun),22.5910403,88.48075305
D K Kitchen,9 votes,3.2,"Ground Floor, Mahisgot, Krishnapur, New Town, Kolkata","Cafe, Fast Food, Chinese",₹500,"12midnight – 11:01am (Mon),12noon – 11:05pm...",22.5806767,88.4443286
Khachhi Khabo,11 votes,3.1,"2/246, Sree Colony, Baghajatin, Kolkata","Cafe, Fast Food, Chinese",₹300,10am – 12midnight (Mon-Sun),22.391764,87.32131525
The Multi Cuisine,9 votes,3.3,"Shop C2, Unitech Gate 1, Food Court, New Town, Kolkata",South Indian,₹200,1pm – 2am (Mon-Sun),22.59122605,88.4690284
Apka Dhaba,37 votes,3.5,"P 129, Block A, Lake Town, Kolkata",South Indian,₹300,7am – 11pm (Mon-Sun),22.60533235,88.40391125
Urban Sense,6 votes,3.1,"Shop 39, Nkda Market Dj Block, Opposite Unitech Gate 1, Action Area 1, New Town, Kolkata","North Indian, Chinese",₹300,11am – 11pm (Mon-Sun),22.5899373,88.4760535
The Biryani Nawabs,5 votes,3,"Saroj Bungalow, Beside Ambey Garden, Checkpost Bus Stand, Rajarhat, Chinar Park, Kolkata","North Indian, Chinese",₹400,12noon – 3am (Mon-Sun),22.6260654,88.44054625
New Sher E Punjab Dhaba,8 votes,3,"158, GT Road, Badamtala, Belur, Howrah","North Indian, Fast Food",₹600,1pm – 12midnight (Mon-Sun),22.6400688,88.3507429
Pahlifursat,5 votes,3.1,"203, Girish Ghosh Road, Bhot Bagan, Belurmath, Belur, Howrah","North Indian, Fast Food",₹200,10am – 11pm (Mon-Sun),22.6219597,88.3531829
Hungry Puppet,5 votes,3.1,"119, 1st Floor, Downtown Mall, Uniworld City, Block C, Action Area 3, New Town, Kolkata","North Indian, Chinese, Mughlai",₹350,"12:30pm – 10pm (Mon, Wed, Thu, Fri, Sat, Sun)...",22.5604848,88.49430425
Red Chopsticks,7 votes,3.1,"12N, BL-B, Atghara, Jhautala, Loknath Park, Hatiara, Baguihati, Kolkata","North Indian, Chinese, Mughlai",₹250,10am – 11pm (Mon-Sun),22.59686245,88.4093741
Finger Licking Food Palace,8 votes,3,"67/B, Ward 101, Green View, Garia, Kolkata",Mishti,₹200,11am – 11pm (Mon-Sun),22.8149205,88.096208
Delishaan Dhaba,39 votes,3.5,"50, The Platinum Studio, Jatragachi, New Town, Kolkata","North Indian, South Indian, Chinese, Fast Food",₹400,11am – 11pm (Mon-Sun),22.5914577,88.4709635
HomeFlavour,101 votes,3.7,"AL, Sector 2, Salt Lake, Kolkata","North Indian, South Indian, Chinese, Fast Food",₹200,"8am – 3pm, 6pm – 10pm (Mon-Sat),8am – 2pm (Sun)",22.58977375,88.42730995
Foodicted,7 votes,3.1,"Biswa Bangla Sarani, Near Assam Oil Petrol Diesel Station, Chinar Park, Kolkata","South Indian, Chinese, Momos",₹300,2pm – 2am (Mon-Sun),22.6156212,88.4561244
Twins Town Restaurant & Lounge,4 votes,3.1,"Ground Floor, Laxmi Apartment, Atghara, Check Post, Rajarhat, New Town, Kolkata","South Indian, Chinese, Momos",₹200,11am – 12midnight (Mon-Sun),22.62660105,88.4440788
Garden Cafe,Cuisines:,NEW,"Action Area 2D, Street 690, Rajarhat, New Town, Kolkata","Rolls, North Indian, Chinese",₹300,8:30am – 11:30pm (Mon-Sun),22.5837286,88.4695656
Naaz Biryani,14 votes,2.7,"Chitto Enclave, Gate 1, Opposite Tarun Sangha Club, Basu Nagar, Madhyamgram, Barasat, Kolkata","Rolls, North Indian, Chinese",₹300,"1:30pm – 11pm (Mon, Tue, Wed, Fri, Sat, Sun)...",22.6970484,88.463465
Aahare 74,10 votes,3.4,"131/2, Debinibas Road, Opposite Dr Kar Chamber, Dum Dum, Kolkata",North Indian,₹300,9am – 11pm (Mon-Sun),22.5171507,87.8508994
Apka Dhaba,7 votes,3.1,"Block E, Lake Town, Kolkata",North Indian,₹300,7am – 11pm (Mon-Sun),22.60712175,88.4000942
Indie Flavour's,28 votes,3.5,"FB 6, Chawal Patti Main Road, Baguihati, Kolkata","North Indian, Chinese",₹350,"2pm – 12midnight (Mon, Tue, Thu, Fri, Sat, Sun)...",22.61333115,88.428132
BhuriBhoj-Food Home Delivery Services,6 votes,3.1,"Kanti Goswami Lane, Bally Goswami Para Road, Bally, Howrah, Kolkata","North Indian, Chinese",₹300,6pm – 8am (Mon-Sun),22.6479793,88.3454822
Papas Kitchen,8 votes,3.2,"11/1 Niogi Para, Near Dombagen Math, Baranagar, Kolkata",South Indian,₹200,8am – 1am (Mon-Sun),22.4248511,87.3275792
Sheherwali,6 votes,3.1,"Chauckpacuria, Jodhbhim, New Town, Kolkata",South Indian,₹400,"12midnight – 4am, 8am – 12midnight (Mon-Sun)",22.5627706,88.47422755
Supus Kitchen,Cuisines:,NEW,"AC-13, Prafulla Kanan, Kestopur, Kolkata",Street Food,₹300,10am – 11pm (Mon-Sun),22.6048412,88.42341995
Food & Foodies,Cuisines:,NEW,"6, Sucharu Complex, Barasat Road, Sodepur, Near Police Phari, Khardah, Kolkata","Bengali, North Indian, Chinese",₹200,2pm – 10:30pm (Mon-Sun),22.70046135,88.38330485
Dhakai Rannaghar,5 votes,3.3,"84/2, Harinath Sen Road, Purba Para, Barasat, Kolkata","Bengali, North Indian, Chinese",₹450,11am – 11pm (Mon-Sun),22.4625437,87.8819564
Halum Hulum,4 votes,3.1,"South Hatiara, Naskar Para, Rajarhat, Gopalghar, Baguihati, Kolkata","North Indian, Chinese",₹200,11am – 11pm (Mon-Sun),22.504937,88.3777454
Food Dash,4 votes,3.1,"Vivekananda Sangha Play Ground, New Town, Kolkata","North Indian, Chinese",₹150,11am – 11pm (Mon-Sun),22.6332107,88.4311637
Highway Rainbow,24 votes,3.4,"Reliance Petrol Pump, Near Bisk Farm Factory, Kulgachia Palora, Uluberia, Kona Exp Way, Howrah",Biryani,₹500,8am – 10pm (Mon-Sun),22.5421948,88.15352695
Coromandel Express,216 votes,3.7,"G1, Block EP & GP, Bytes The Food Court
Infinity Benchmark, Sector 5, Salt Lake","Bakery, Desserts",₹400,11:30am – 10:30pm (Mon-Sun),22.5693315,88.4335373
King's Royal,11 votes,2.8,"DA 4/14, Sastri Bagan, Baguihati Joramandir, Baguihati, Kolkata","Bakery, Desserts",₹500,11:30am – 11pm (Mon-Sun),22.46187785,87.8784301
Bangaliaana,163 votes,3.1,"8, B.T. Road, Belghoria, Kolkata","Fast Food, Beverages, Sandwich",₹300,12noon – 11pm (Mon-Sun),22.662593,88.3770734
Ichha Puron,25 votes,3.5,"2/89, Netaji Subhash Chandra Bose Road, Naktala, Kolkata","Fast Food, Beverages, Sandwich",₹200,11am – 10pm (Mon-Sun),22.391764,87.32131525
Rubys Food Plaza,6 votes,3.2,"1, Baruipur Rail Gate, Behala, Kolkata",Pizza,₹150,10am – 10pm (Mon-Sun),22.3622292,88.4319679
China Blue,175 votes,2.6,"Shop A/132, Baghajatin, Kolkata",Pizza,₹500,"5pm – 12midnight (Mon),1pm – 12midnight (Tue-Sun)",22.52457395,87.7111371
Kathi Junction,32 votes,2.8,"1, Grand Trunk Road, Khatir Bazar Lane, Rishra, Kolkata",Chinese,₹250,5pm – 11pm (Mon-Sun),22.7394606,88.33633195
DFRY,15 votes,3.2,"Premises 332, Eastern Metropolitan Bypass, Mauza Barakholla, Kola, Ajoy Nagar, Kolkata",Chinese,₹200,10am – 10pm (Mon-Sun),22.4890596,88.3948462
Alishan Restaurant,7 votes,3.3,"1/A P C, Dawa Bazar Road, Rishra, Kolkata","North Indian, Italian, Continental",₹150,11am – 11pm (Mon-Sun),22.3909989,87.32251695
Bombay Bites,14 votes,3.1,"Shop 2, 705, Jupiter Apartment, R.N. Guha Road, Dum Dum, Kolkata","North Indian, Italian, Continental",₹400,12:30pm – 11pm (Mon-Sun),22.6344608,88.3998126
Biryani.com,18 votes,3,"Shop 31, Nayapatty Natun Bazar, Sector 5, Salt Lake, Kolkata","Bakery, Desserts, Continental",₹250,12noon – 2am (Mon-Sun),22.5792882,88.40910545
Relax Bar Cum Restaurant,6 votes,3.2,"Near Kashinath Building, Barackpore Main Road, Talikhola, Barasat, Kolkata","Bakery, Desserts, Continental","₹1,000",12noon – 11pm (Mon-Sun),22.73306725,88.46777195
Mampi Momo Corner,14 votes,3.3,"S N Banerjee Road, Near Sukanta Sadan, Barrackpore, Kolkata","North Indian, Bengali",₹100,4pm – 11pm (Mon-Sun),22.7604931,88.3700215
Sahi Royal Biryani House,24 votes,3.3,"102/A, G.T Road, Konnagar, Kolkata","North Indian, Bengali",₹200,12noon – 11pm (Mon-Sun),22.5167838,87.2448399
